VehicleType,DayType,StartTime,EndTime,ZoneID,ChargeAmount,EffectiveDate,ErpGantryNo,ErpGantryLocation,latitude,longitude
Motorcycles,Saturday,18:35,19:55,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Motorcycles,Saturday,18:35,19:55,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Motorcycles,Saturday,19:55,20:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Motorcycles,Saturday,20:00,22:30,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,09:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,09:55,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,09:55,10:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,10:00,12:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,12:00,12:05,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,12:05,14:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,14:00,14:05,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,14:05,14:55,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,14:55,15:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,15:00,17:30,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,17:30,18:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,18:00,18:05,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,18:05,18:55,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,18:55,19:00,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,10,Queen Street,1.301244,103.8549076
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,11,North Bridge Road,1.2995755,103.8564418
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,16,Beach Road,1.2979165,103.8576525
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,17,Temasek Boulevard,1.2960022,103.8596902
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,18,Republic Boulevard,1.2951393,103.8625658
Heavy Goods Vehicles/Small Buses,Weekdays,19:00,19:55,BMC,0.0,2024-01-02,23,River Valley Road,1.2929728,103.8438291
Heavy Goods Vehicles/Small Buses,Weekdays,19:55,20:00,BMC,0.0,2024-01-02,1,Victoria Street,1.3004165,103.8556591
Heavy Goods Vehicles/Small Buses,Weekdays,19:55,20:00,BMC,0.0,2024-01-02,2,Nicoll Highway,1.2997274,103.8620479
Heavy Goods Vehicles/Small Buses,Weekdays,19:55,20:00,BMC,0.0,2024-01-02,9,Bencoolen Street,1.3026257,103.8534155
